transaction_id,customer_id,product_id,order_date,order_year,order_month,product_name,category,subcategory,brand,original_price_inr,discount_percent,final_amount_inr,delivery_charges,delivery_days,customer_city,customer_state,age_group,is_prime_member,payment_method,return_status,customer_rating,is_festival_sale,festival_name
00637e83-030b-4a54-9e90-f680b326e90a,CUST4808,PROD584,2025-05-19,2025,2025-05,Grocery Beverages Model 522,Grocery,Beverages,BrandA,1812.97,2.77,1762.75,0,7,Coimbatore,Tamil Nadu,35-44,True,NetBanking,No Return,3.19,False,
a2e2dce9-a835-45cf-ba87-5bd859f8f1fd,CUST4225,PROD1536,2016-10-14,2016,2016-10,Electronics Mobiles Model 979,Electronics,Mobiles,BrandH,4126.79,12.94,3667.78,0,4,Nagpur,Maharashtra,25-34,False,COD,No Return,4.44,False,
aff21435-a7a7-4e61-b71f-0586b80bae35,CUST2344,PROD670,2019-06-21,2019,2019-06,Grocery Snacks Model 459,Grocery,Snacks,BrandI,276.17,22.88,212.98,0,4,Patna,Bihar,25-34,True,COD,No Return,4.32,False,
4cc24ba5-3cff-4999-8919-8ff1b13aee63,CUST1156,PROD322,2017-12-23,2017,2017-12,Beauty Haircare Model 846,Beauty,Haircare,BrandF,1463.87,10.55,1309.43,0,1,Visakhapatnam,Andhra Pradesh,18-24,False,UPI,No Return,4.75,False,
9df1ca61-262b-4030-b7c8-b5fa7c38fd7e,CUST4791,PROD1751,2020-10-30,2020,2020-10,Home & Kitchen Furniture Model 472,Home & Kitchen,Furniture,BrandG,3734.21,18.92,3027.7,0,1,Coimbatore,Tamil Nadu,35-44,False,UPI,No Return,3.59,False,
84702331-7264-42d7-8893-d6097fb9a632,CUST2672,PROD768,2022-06-24,2022,2022-06,Fashion Footwear Model 667,Fashion,Footwear,BrandC,1367.47,3.08,1325.35,0,3,Vadodara,Gujarat,35-44,False,Card,No Return,4.44,False,
9070f87b-a454-47e3-b525-382f7fdc07bc,CUST2244,PROD687,2015-01-02,2015,2015-01,Electronics Audio Model 576,Electronics,Audio,BrandH,3343.5,6.98,3110.12,0,6,Pune,Maharashtra,25-34,False,Wallet,No Return,3.22,False,
138dbde1-3536-4592-b331-a77286e86611,CUST3111,PROD1459,2018-03-08,2018,2018-03,Beauty Haircare Model 195,Beauty,Haircare,BrandD,1136.04,3.3,1098.55,30,0,Ahmedabad,Gujarat,35-44,True,UPI,Cancelled,4.03,False,
4b387dca-2f8e-4236-b2eb-60c02c6994e8,CUST1298,PROD1032,2023-08-14,2023,2023-08,Fashion Women Clothing Model 835,Fashion,Women Clothing,BrandG,2439.35,4.02,2341.29,0,5,Ahmedabad,Gujarat,18-24,False,COD,No Return,4.44,False,
225d9b3d-0026-4a8a-8209-c7116b4fff5d,CUST2741,PROD548,2023-09-24,2023,2023-09,Electronics Cameras Model 151,Electronics,Cameras,BrandI,2247.97,3.65,2165.92,0,3,Kolkata,West Bengal,25-34,False,NetBanking,Cancelled,2.98,False,
958a2c20-5dd3-4eee-bc08-d88f75ffd1ce,CUST4093,PROD1925,2025-08-27,2025,2025-08,Home & Kitchen Bath Model 950,Home & Kitchen,Bath,BrandI,2282.19,26.6,1675.13,0,0,Hyderabad,Telangana,35-44,True,UPI,No Return,4.64,False,
e0cd790a-41c4-4218-82f9-7adfdddc3355,CUST4185,PROD1167,2023-08-03,2023,2023-08,Home & Kitchen Furniture Model 381,Home & Kitchen,Furniture,BrandH,1134.27,2.93,1101.04,0,6,Lucknow,Uttar Pradesh,25-34,True,COD,No Return,3.89,False,
e1acbf98-5a86-4fa0-96e4-58740ed58930,CUST3842,PROD412,2019-04-18,2019,2019-04,Books Fiction Model 524,Books,Fiction,BrandG,1964.82,3.52,1895.66,0,1,Nagpur,Maharashtra,25-34,True,Card,No Return,4.66,False,
736d5b80-f93c-49ac-8dbf-2f21890e97ad,CUST1080,PROD1854,2022-10-19,2022,2022-10,Grocery Personal Care Model 588,Grocery,Personal Care,BrandA,1455.95,0.05,1455.22,60,7,Lucknow,Uttar Pradesh,35-44,False,Wallet,No Return,4.89,False,
d1cfb163-bf86-448c-801e-32c2d0cbffc6,CUST4276,PROD1335,2021-02-14,2021,2021-02,Grocery Personal Care Model 324,Grocery,Personal Care,BrandE,1465.91,4.71,1396.87,0,4,Mumbai,Maharashtra,25-34,False,COD,No Return,3.86,False,
c5dc8a9c-b283-401e-bea8-ccb2f07f2866,CUST1522,PROD1374,2025-04-24,2025,2025-04,Home & Kitchen Bath Model 706,Home & Kitchen,Bath,BrandJ,1423.9,7.82,1312.55,40,2,Bengaluru,Karnataka,35-44,True,Card,No Return,4.62,False,
a8c338ff-ed7b-43b2-b997-9e9a6fae1b73,CUST2862,PROD769,2017-05-16,2017,2017-05,Fashion Accessories Model 384,Fashion,Accessories,BrandG,3271.57,3.17,3267.86,0,5,Bengaluru,Karnataka,25-34,False,UPI,Returned,5.0,False,
d90c7163-7f19-45ff-9cfd-8b855221dcbc,CUST4199,PROD2060,2015-10-09,2015,2015-10,Beauty Skincare Model 353,Beauty,Skincare,BrandD,583.31,5.3,552.39,60,0,Thiruvananthapuram,Kerala,18-24,True,NetBanking,No Return,2.81,False,
48f31b3c-b26c-4356-afdb-54db1bf34465,CUST2049,PROD1670,2022-11-05,2022,2022-11,Fashion Men Clothing Model 896,Fashion,Men Clothing,BrandC,602.89,0.84,597.83,60,6,Kolkata,West Bengal,25-34,False,Card,No Return,3.36,False,
0b5c0a63-b023-415f-8751-8bed52e9fffa,CUST3928,PROD506,2025-07-23,2025,2025-07,Electronics Laptops Model 204,Electronics,Laptops,BrandE,1830.59,2.88,1777.87,30,0,Thiruvananthapuram,Kerala,35-44,False,Card,No Return,4.84,False,
42bce51b-56c3-40c5-9120-30649637082d,CUST2517,PROD241,2022-06-02,2022,2022-06,Home & Kitchen Home Decor Model 112,Home & Kitchen,Home Decor,BrandG,5337.58,2.85,5185.46,100,7,Kolkata,West Bengal,25-34,True,COD,No Return,3.96,False,
7e7515bf-b5bf-46b8-a8a1-9985509f7674,CUST4005,PROD1168,2016-12-22,2016,2016-12,Sports Indoor Games Model 730,Sports,Indoor Games,BrandI,420.98,0.99,416.81,60,6,Nagpur,Maharashtra,25-34,False,UPI,No Return,4.62,False,
fceef031-dc78-4f07-826d-ee9a9f2901da,CUST2142,PROD1905,2015-12-21,2015,2015-12,Home & Kitchen Bath Model 683,Home & Kitchen,Bath,BrandJ,160.78,0.49,259.99,60,0,Coimbatore,Tamil Nadu,18-24,False,UPI,No Return,4.11,False,
f7021cd1-f3cf-42e7-bca8-9472a2797ec5,CUST2145,PROD1902,2018-10-26,2018,2018-10,Beauty Haircare Model 669,Beauty,Haircare,BrandA,204.45,6.99,265.16,0,1,Pune,Maharashtra,18-24,False,Card,No Return,4.52,False,
f797a386-8489-4bfc-92d4-e275d1699f4d,CUST3915,PROD1105,2022-03-30,2022,2022-03,Home & Kitchen Kitchen Appliances Model 195,Home & Kitchen,Kitchen Appliances,BrandE,1137.63,8.81,1137.4,0,2,Ahmedabad,Gujarat,25-34,False,Card,No Return,2.87,False,
310a4c91-e5f0-4a21-b818-df749aa2db1b,CUST3254,PROD777,2023-05-14,2023,2023-05,Fashion Accessories Model 377,Fashion,Accessories,BrandE,4295.79,6.13,4032.46,0,3,Kolkata,West Bengal,35-44,True,NetBanking,Returned,4.61,False,
a1101121-aa30-4bfd-bddb-e1c25917d5e8,CUST1886,PROD1612,2017-02-23,2017,2017-02,Home & Kitchen Home Decor Model 202,Home & Kitchen,Home Decor,BrandD,1145.39,3.84,1176.41,0,2,Mysuru,Karnataka,18-24,True,Card,No Return,3.76,False,
70b8646b-46b8-4994-ba24-7b4dd36915f8,CUST2196,PROD1528,2021-03-16,2021,2021-03,Grocery Personal Care Model 205,Grocery,Personal Care,BrandA,481.33,9.91,508.63,0,6,Surat,Gujarat,25-34,True,Wallet,No Return,4.64,False,
2300ab18-ba5b-4813-9c9d-bdde6ebc9df2,CUST4367,PROD233,2016-04-12,2016,2016-04,Fashion Men Clothing Model 690,Fashion,Men Clothing,BrandA,673.71,16.44,662.95,0,2,Indore,Madhya Pradesh,45-54,True,UPI,No Return,2.95,False,
2e659aca-7101-42cc-87be-6b1d52b946ea,CUST4238,PROD1366,2021-09-07,2021,2021-09,Electronics Cameras Model 561,Electronics,Cameras,BrandH,347.41,4.17,432.92,0,3,Indore,Madhya Pradesh,55+,True,Card,No Return,4.97,False,
bccb29a1-85ce-4fc0-968f-43ffc21f0218,CUST4124,PROD525,2025-08-17,2025,2025-08,Beauty Haircare Model 776,Beauty,Haircare,BrandB,2367.6,23.28,1816.42,0,6,Hyderabad,Telangana,25-34,True,Card,No Return,3.83,False,
a5622b4a-0c4d-407c-8d27-6e5934c018b3,CUST1948,PROD690,2015-05-14,2015,2015-05,Books Children Model 172,Books,Children,BrandD,3244.28,4.93,3084.34,30,2,Indore,Madhya Pradesh,35-44,False,Card,No Return,4.89,False,
c58a5b73-5c6e-4608-859a-9c5bbe012e2b,CUST2088,PROD1792,2025-03-09,2025,2025-03,Electronics Mobiles Model 269,Electronics,Mobiles,BrandE,3261.92,6.79,3040.44,0,4,Indore,Madhya Pradesh,45-54,True,Card,No Return,4.34,False,
7debeb61-4f21-42eb-8a43-e4fde9ca224d,CUST3049,PROD1205,2018-01-20,2018,2018-01,Home & Kitchen Kitchen Appliances Model 712,Home & Kitchen,Kitchen Appliances,BrandA,591.72,2.39,677.58,30,9,Coimbatore,Tamil Nadu,35-44,True,UPI,No Return,4.48,False,
fcb24c24-6f3f-432a-bfa9-7acfb534f941,CUST4894,PROD142,2021-08-01,2021,2021-08,Sports Indoor Games Model 690,Sports,Indoor Games,BrandA,1612.22,5.55,1522.74,30,4,Hyderabad,Telangana,25-34,False,COD,No Return,4.59,False,
3e5ed3e1-9702-48fd-9eca-5ab6862312d9,CUST4335,PROD1107,2022-02-13,2022,2022-02,Sports Accessories Model 456,Sports,Accessories,BrandG,2238.48,0.89,2318.56,0,0,Kolkata,West Bengal,45-54,True,NetBanking,No Return,3.21,False,
69bd6f17-dba1-4228-817c-f767ce25e09d,CUST4115,PROD1226,2024-02-15,2024,2024-02,Electronics Mobiles Model 422,Electronics,Mobiles,BrandE,1659.65,8.17,1524.06,0,3,Vadodara,Gujarat,45-54,False,UPI,No Return,3.99,False,
11319c94-3aec-4f63-98cf-f8fbbb049c02,CUST1768,PROD1161,2015-08-11,2015,2015-08,Fashion Accessories Model 740,Fashion,Accessories,BrandH,951.14,0.58,945.62,100,5,Pune,Maharashtra,25-34,True,UPI,No Return,4.71,False,
685180ec-dc2e-4466-ad11-8e5a8ac12966,CUST4986,PROD1390,2015-04-29,2015,2015-04,Beauty Makeup Model 826,Beauty,Makeup,BrandC,978.98,6.5,915.35,0,6,Mumbai,Maharashtra,25-34,True,Wallet,No Return,2.4,False,
bbca7b62-b7a3-49fb-a4ef-97d343c42eb8,CUST3653,PROD1804,2016-04-26,2016,2016-04,Electronics Audio Model 621,Electronics,Audio,BrandE,5278.46,38.12,3266.31,0,3,Surat,Gujarat,55+,True,Card,No Return,4.13,False,
99e94214-38ab-4ade-93f9-1595a9ba0ccf,CUST4056,PROD1900,2020-09-12,2020,2020-09,Electronics Mobiles Model 382,Electronics,Mobiles,BrandG,3251.46,1.82,3192.28,0,0,Visakhapatnam,Andhra Pradesh,25-34,True,NetBanking,No Return,3.57,False,
d7b3837f-c018-459a-8570-86b8ec26df46,CUST3005,PROD1872,2022-05-27,2022,2022-05,Electronics Cameras Model 453,Electronics,Cameras,BrandF,6908.68,24.68,5303.62,0,3,Patna,Bihar,25-34,False,COD,Cancelled,3.78,False,
d746ffe1-1cfd-4093-8996-818789962ca2,CUST1956,PROD1853,2019-04-18,2019,2019-04,Books Fiction Model 425,Books,Fiction,BrandH,398.99,10.41,357.46,60,1,Vadodara,Gujarat,25-34,False,COD,Cancelled,3.67,False,
f5eb2e3f-0f85-4d4b-80f1-7b2dacfa84ba,CUST1517,PROD1128,2015-06-01,2015,2015-06,Sports Indoor Games Model 990,Sports,Indoor Games,BrandB,1594.11,42.84,911.19,30,2,Nagpur,Maharashtra,18-24,False,UPI,No Return,3.08,False,
37d50328-92cb-4af5-871f-58c5440a7929,CUST1306,PROD1061,2016-09-24,2016,2016-09,Toys Puzzles Model 446,Toys,Puzzles,BrandJ,1400.15,0.79,1489.09,50,6,Bengaluru,Karnataka,45-54,False,COD,No Return,4.72,False,
91289aef-e9b6-45c7-888c-9123e054ac0b,CUST4634,PROD1655,2023-01-22,2023,2023-01,Home & Kitchen Kitchen Appliances Model 732,Home & Kitchen,Kitchen Appliances,BrandB,4153.17,26.99,3107.23,0,7,Lucknow,Uttar Pradesh,55+,False,Card,No Return,3.87,False,
70c2ddb5-5700-407c-8219-6c15c9802d22,CUST1411,PROD1008,2024-10-14,2024,2024-10,Electronics Audio Model 129,Electronics,Audio,BrandA,1163.95,18.46,1024.08,0,8,Delhi,Delhi,25-34,True,UPI,No Return,2.48,False,
cc943361-c6fb-4dfb-bef1-563ba8cdf431,CUST1737,PROD448,2023-11-21,2023,2023-11,Electronics Cameras Model 734,Electronics,Cameras,BrandD,858.14,0.58,928.16,0,4,Indore,Madhya Pradesh,18-24,True,UPI,No Return,4.23,True,New Year
05bc6b75-879e-4e6e-974b-8806dade5a49,CUST2178,PROD1487,2025-02-08,2025,2025-02,Home & Kitchen Kitchen Appliances Model 552,Home & Kitchen,Kitchen Appliances,BrandF,253.6,1.38,350.1,100,5,Lucknow,Uttar Pradesh,35-44,True,UPI,No Return,4.43,False,
11f517db-975d-4c05-b69d-52bd9779f396,CUST4495,PROD1089,2019-04-25,2019,2019-04,Electronics Cameras Model 685,Electronics,Cameras,BrandF,2477.24,0.48,2465.35,0,3,Lucknow,Uttar Pradesh,18-24,False,Card,No Return,3.9,False,
f0b7c52b-0ca7-4c7a-845c-cd5cccf044e9,CUST4050,PROD2093,2023-09-23,2023,2023-09,Electronics Cameras Model 952,Electronics,Cameras,BrandE,4990.25,16.95,4244.4,50,3,Ahmedabad,Gujarat,35-44,True,Card,No Return,3.49,False,
528a3cb1-7555-43ab-b6a8-d12e70b591fe,CUST4143,PROD1450,2023-01-31,2023,2023-01,Books Non-Fiction Model 743,Books,Non-Fiction,BrandB,453.94,14.07,390.07,40,4,Delhi,Delhi,25-34,True,Card,No Return,4.23,False,
89257740-2ea8-4260-86cb-17399b0867be,CUST2338,PROD1630,2018-04-23,2018,2018-04,Fashion Women Clothing Model 235,Fashion,Women Clothing,BrandI,4230.36,0.95,4240.17,30,7,Mysuru,Karnataka,25-34,False,COD,No Return,5.0,False,
dfa5cbf8-6d3b-439c-b48a-182322e39c2a,CUST4962,PROD1751,2020-05-27,2020,2020-05,Fashion Footwear Model 923,Fashion,Footwear,BrandB,1191.06,9.73,1150.17,0,3,Bengaluru,Karnataka,18-24,False,COD,No Return,4.76,False,
6803cd98-4a8b-465d-9269-04bcde2428d7,CUST4295,PROD1241,2024-06-26,2024,2024-06,Fashion Accessories Model 114,Fashion,Accessories,BrandE,807.59,6.78,752.84,0,0,Nagpur,Maharashtra,25-34,False,UPI,No Return,3.29,False,
8cd4857c-3c7d-45e0-897f-12a14a982df3,CUST1443,PROD1482,2019-03-02,2019,2019-03,Electronics Mobiles Model 734,Electronics,Mobiles,BrandI,2918.51,1.38,2878.23,0,0,Thiruvananthapuram,Kerala,25-34,True,COD,No Return,4.54,False,
3c8f920a-797a-4e03-a21b-017e182922f7,CUST1477,PROD386,2019-07-31,2019,2019-07,Electronics Mobiles Model 411,Electronics,Mobiles,BrandH,4019.58,11.01,3577.02,0,3,Ahmedabad,Gujarat,45-54,True,Card,No Return,3.83,False,
88f19cd7-db44-4feb-b700-98b985346cc1,CUST3212,PROD958,2025-08-10,2025,2025-08,Beauty Makeup Model 524,Beauty,Makeup,BrandB,527.65,0.93,522.74,30,6,Thiruvananthapuram,Kerala,25-34,False,UPI,No Return,4.0,False,
9cf25ad9-703b-4968-9807-4bcdd9029962,CUST1967,PROD1851,2025-08-29,2025,2025-08,Fashion Footwear Model 657,Fashion,Footwear,BrandF,383.81,0.97,380.09,0,1,Jaipur,Rajasthan,25-34,True,COD,No Return,4.29,False,
123f41bf-91e6-4ff3-b55f-415307fa0d08,CUST3619,PROD1322,2022-03-13,2022,2022-03,Sports Fitness Model 905,Sports,Fitness,BrandF,4194.87,4.74,3996.03,0,4,Chennai,Tamil Nadu,35-44,True,COD,No Return,4.22,False,
eebbf67e-9042-4a44-a394-406009c05941,CUST4562,PROD577,2024-02-13,2024,2024-02,Fashion Women Clothing Model 907,Fashion,Women Clothing,BrandJ,2512.55,14.27,2154.01,0,4,Chennai,Tamil Nadu,55+,False,COD,No Return,4.02,False,
7b2a2c67-2daa-454a-8ad6-a9733cfbb8f7,CUST1060,PROD833,2016-06-23,2016,2016-06,Toys Board Games Model 702,Toys,Board Games,BrandF,968.81,1.43,954.96,0,5,Jaipur,Rajasthan,18-24,False,Card,No Return,4.66,False,
7b6276b4-da7c-46d0-85b8-46767004a555,CUST2482,PROD1151,2023-09-22,2023,2023-09,Beauty Wellness Model 615,Beauty,Wellness,BrandD,1088.06,13.37,942.59,30,0,Delhi,Delhi,35-44,False,NetBanking,No Return,3.11,False,
fb8ffb6c-2e82-44a3-86b7-5e8715d9cf56,CUST1249,PROD1080,2015-05-08,2015,2015-05,Grocery Personal Care Model 802,Grocery,Personal Care,BrandB,1206.49,6.42,1129.03,0,3,Nagpur,Maharashtra,18-24,True,Card,No Return,5.0,False,
0a1f233d-5ba5-4a81-8b40-447d9a6d9c01,CUST3397,PROD1223,2022-02-06,2022,2022-02,Books Children Model 711,Books,Children,BrandI,4600.98,8.83,4194.71,0,5,Visakhapatnam,Andhra Pradesh,35-44,True,NetBanking,No Return,3.13,False,
c612a85a-eed6-45ba-9867-7a91e11d1c6b,CUST3258,PROD1576,2023-08-16,2023,2023-08,Grocery Personal Care Model 562,Grocery,Personal Care,BrandD,1690.99,9.35,1532.88,0,0,Nagpur,Maharashtra,25-34,False,UPI,No Return,4.18,False,
e89117d2-712a-4ff5-8d13-ee333061da57,CUST1625,PROD1506,2025-09-10,2025,2025-09,Grocery Staples Model 193,Grocery,Staples,BrandB,260.63,19.03,211.03,0,0,Kolkata,West Bengal,35-44,True,UPI,No Return,4.76,False,
a0fdb765-86cd-476c-825c-42733a389a33,CUST2350,PROD1472,2021-04-19,2021,2021-04,Electronics Audio Model 994,Electronics,Audio,BrandG,2150.74,36.92,1356.69,50,5,Delhi,Delhi,55+,False,Card,No Return,4.78,False,
83c62fc1-0afb-47dd-8ecc-2b779a4a6119,CUST2975,PROD559,2022-05-13,2022,2022-05,Grocery Snacks Model 965,Grocery,Snacks,BrandI,3137.11,2.3,3164.96,0,11,Jaipur,Rajasthan,25-34,False,COD,Returned,3.56,False,
08a7bade-4a45-4a88-ac82-92ba1a886631,CUST3764,PROD1416,2021-11-18,2021,2021-11,Home & Kitchen Home Decor Model 129,Home & Kitchen,Home Decor,BrandC,2806.18,7.55,2644.31,0,3,Lucknow,Uttar Pradesh,45-54,True,UPI,No Return,4.3,False,
ae524b00-4471-4e53-a423-f5368583fa44,CUST1581,PROD1617,2015-10-13,2015,2015-10,Beauty Skincare Model 193,Beauty,Skincare,BrandI,2045.19,9.01,1860.92,0,4,Bhopal,Madhya Pradesh,25-34,True,UPI,No Return,5.0,False,
3200940c-e90f-40b7-a627-90bb55864b51,CUST1347,PROD1909,2021-09-08,2021,2021-09,Electronics Laptops Model 872,Electronics,Laptops,BrandJ,1351.87,2.25,1321.45,0,11,Bengaluru,Karnataka,25-34,False,Card,No Return,3.78,False,
ce7217a1-c424-4653-a0b5-90a3c86684c2,CUST3098,PROD333,2023-06-20,2023,2023-06,Fashion Men Clothing Model 390,Fashion,Men Clothing,BrandJ,917.46,13.7,791.77,0,4,Lucknow,Uttar Pradesh,18-24,True,Card,No Return,3.84,False,
2f6df5d7-c133-4386-97c0-66026cd87a8c,CUST4143,PROD381,2017-05-15,2017,2017-05,Books Academic Model 435,Books,Academic,BrandB,1708.56,12.79,1490.04,0,5,Bhopal,Madhya Pradesh,18-24,False,NetBanking,No Return,4.55,False,
3165ee34-02cc-4b1c-b827-4b659400032e,CUST2450,PROD247,2024-01-16,2024,2024-01,Fashion Men Clothing Model 546,Fashion,Men Clothing,BrandA,3489.06,2.06,3417.19,0,5,Bengaluru,Karnataka,45-54,False,Card,No Return,4.72,False,
214c8e00-2dc5-4fae-9fee-9802b3529fa1,CUST2659,PROD142,2016-04-16,2016,2016-04,Sports Outdoor Model 920,Sports,Outdoor,BrandJ,1278.34,8.87,1164.95,0,9,Mysuru,Karnataka,18-24,False,UPI,No Return,3.92,False,
